,DWS,Exp,Height,OWS,Player,Pos,Salary,Team,WS,WS_Per_48,Year
1,0.5,6,6-10,2.0,Matt Bullard,SF,326700,HOU,2.5,0.102,1998
2,0.1,1,6-4,0.2,Emanual Davis,PG,326700,HOU,0.30000000000000004,0.022,1998
3,1.8,14,6-7,5.0,Clyde Drexler,SG,5500000,HOU,6.8,0.133,1998
4,0.6,7,6-5,3.2,Mario Elie,SF,2430000,HOU,3.8000000000000003,0.092,1998
5,0.5,1,6-9,1.3,Othella Harrington,PF,326700,HOU,1.8,0.092,1998
6,0.1,15,6-7,2.0,Eddie Johnson,SF,326700,HOU,2.1,0.07,1998
7,0.3,1,6-3,1.9,Matt Maloney,PG,326700,HOU,2.1999999999999997,0.047,1998
8,2.5,13,7-0,2.0,Hakeem Olajuwon,C,11156000,HOU,4.5,0.131,1998
9,0.4,4,6-1,1.2,Brent Price,PG,1920000,HOU,1.6,0.059,1998
10,0.6,R,6-6,1.3,Rodrick Rhodes,SF,555900,HOU,1.9,0.092,1998
11,0.0,1,6-7,0.0,Joe Stephens,SF,272250,HOU,0.0,0.049,1998
12,1.7,12,7-0,4.3,Kevin Willis,PF,1800000,HOU,6.0,0.114,1998
0,0.9,R,7-0,0.8,Chris Anstey,C,713900,DAL,1.7000000000000002,0.044,1998
1,3.0,4,7-6,0.0,Shawn Bradley,C,5940000,DAL,3.0,0.077,1998
2,0.0,5,6-8,0.0,Adrian Caldwell,PF,272250,DAL,0.0,0.0,1998
3,0.3,5,6-5,3.1,Hubert Davis,SG,537500,DAL,3.4,0.068,1998
4,2.0,2,6-7,5.5,Michael Finley,SF,816840,DAL,7.5,0.106,1998
5,2.4,12,6-9,2.8,A.C. Green,PF,5095088,DAL,5.199999999999999,0.095,1998
6,0.6,1,6-9,0.8,Martin Muursepp,PF,675120,DAL,1.4,0.111,1998
7,0.1,R,6-4,0.0,Kevin Ollie,PG,272250,DAL,0.1,0.0,1998
8,0.3,6,6-2,0.0,Robert Pack,PG,3240000,DAL,0.3,0.0,1998
9,1.0,3,6-3,1.5,Khalid Reeves,PG,1852000,DAL,2.5,0.062,1998
10,0.8,7,6-8,0.5,Dennis Scott,SF,2920000,DAL,1.3,0.036,1998
11,0.8,1,6-3,0.1,Erick Strickland,SG,1600000,DAL,0.9,0.067,1998
12,0.1,2,6-9,0.0,Kurt Thomas,PF,1398960,DAL,0.1,0.0,1998
13,1.3,1,6-9,0.1,Samaki Walker,PF,1433040,DAL,1.4000000000000001,0.067,1998
14,0.3,R,6-5,0.4,Bubba Wells,SG,260000,DAL,0.7,0.013,1998
0,0.8,6,6-10,1.2,Pete Chilcutt,PF,700000,VAN,2.0,0.067,1998
1,0.4,R,6-4,0.7,Antonio Daniels,SG,2149920,VAN,1.1,0.012,1998
2,0.3,8,6-4,1.8,Blue Edwards,SG,2300000,VAN,2.1,0.052,1998
3,0.8,4,6-8,1.7,George Lynch,SF,2115000,VAN,2.5,0.079,1998
4,0.4,3,6-7,1.3,Sam Mack,SF,455000,VAN,1.7000000000000002,0.037,1998
5,0.4,5,6-9,0.8,Tony Massenburg,C,750000,VAN,1.2000000000000002,0.067,1998
6,0.4,5,6-1,0.7,Lee Mayberry,PG,1320000,VAN,1.1,0.012,1998
7,0.1,2,6-9,0.4,Ivano Newbill,PF,272250,VAN,0.5,0.087,1998
8,0.0,5,6-4,0.4,Anthony Peeler,SG,2012500,VAN,0.4,0.087,1998
9,0.6,2,7-0,4.3,Bryant Reeves,C,1915680,VAN,4.8999999999999995,0.093,1998
10,0.0,1,6-5,0.0,Chris Robinson,SG,325000,VAN,0.0,0.033,1998
11,0.4,13,6-9,0.9,Otis Thorpe,PF,5700000,VAN,1.3,0.041,1998
0,0.8,R,6-11,1.2,Tony Battie,PF,1946880,DEN,2.0,0.015,1998
1,0.7,5,6-8,0.7,LaPhonso Ellis,SF,3650000,DEN,1.4,0.025,1998
2,0.4,R,6-7,1.5,Danny Fortson,PF,1291440,DEN,1.9,0.051,1998
3,1.1,1,6-10,1.2,Dean Garrett,C,1800000,DEN,2.3,0.041,1998
4,0.7,2,6-1,3.3,Anthony Goldwire,PG,330000,DEN,4.0,0.064,1998
5,0.7,R,6-1,1.5,Bobby Jackson,PG,694920,DEN,2.2,0.051,1998
6,0.2,1,7-4,0.8,Priest Lauderdale,C,630000,DEN,1.0,0.119,1998
7,0.7,11,6-7,3.2,Johnny Newman,SF,1325000,DEN,3.9000000000000004,0.06,1998
8,0.2,5,6-5,0.8,Bryant Stith,SG,4030000,DEN,1.0,0.119,1998
9,0.8,R,6-4,1.2,Eric Washington,SG,242000,DEN,2.0,0.015,1998
10,0.0,2,6-8,0.2,Eric Williams,SF,1139520,DEN,0.2,0.048,1998
11,0.2,9,6-11,0.8,Joe Wolf,PF,480000,DEN,1.0,0.119,1998
12,0.0,2,7-0,0.0,George Zidek,C,784200,DEN,0.0,0.008,1998
0,1.3,6,6-0,1.4,Greg Anthony,PG,272250,SEA,2.7,0.127,1998
1,3.5,4,6-11,6.9,Vin Baker,C,4064373,SEA,10.4,0.169,1998
2,0.0,R,6-5,1.7,James Cotton,SG,242000,SEA,1.7,0.17,1998
3,1.4,14,6-7,4.6,Dale Ellis,SF,1920000,SEA,6.0,0.149,1998
4,3.3,9,6-3,5.3,Hersey Hawkins,SG,3124100,SEA,8.6,0.158,1998
5,0.1,3,6-9,1.7,Stephen Howard,SF,272250,SEA,1.8,0.17,1998
6,1.2,13,6-7,0.0,Jerome Kersey,SF,500000,SEA,1.2,0.079,1998
7,1.9,3,7-1,0.0,Jim McIlvaine,C,3600000,SEA,1.9,0.075,1998
8,0.3,11,6-5,0.4,Nate McMillan,SG,3500000,SEA,0.7,0.131,1998
9,4.0,7,6-4,8.5,Gary Payton,PG,10514688,SEA,12.5,0.19,1998
10,2.0,13,6-9,2.6,Sam Perkins,PF,3370000,SEA,4.6,0.129,1998
11,2.9,12,6-9,7.5,Detlef Schrempf,SF,3333333,SEA,10.4,0.182,1998
12,0.0,2,6-3,1.7,Eric Snow,PG,706300,SEA,1.7,0.17,1998
13,1.0,3,6-9,0.7,Aaron Williams,PF,500000,SEA,1.7,0.105,1998
14,0.6,11,6-5,0.4,David Wingate,SG,570000,SEA,1.0,0.026,1998
0,0.4,5,6-4,0.5,Jon Barry,SG,272500,LAL,0.9,0.116,1998
1,0.6,1,6-6,0.9,Mario Bennett,PF,272500,LAL,1.5,0.201,1998
2,1.4,4,6-9,1.2,Corie Blount,PF,1430000,LAL,2.5999999999999996,0.12,1998
3,1.8,1,6-6,4.5,Kobe Bryant,SG,1167240,LAL,6.3,0.147,1998
4,2.4,7,6-11,2.3,Elden Campbell,PF,7000000,LAL,4.699999999999999,0.126,1998
5,1.6,1,6-1,2.2,Derek Fisher,PG,703200,LAL,3.8000000000000003,0.104,1998
6,2.8,6,6-7,2.5,Rick Fox,SF,1000000,LAL,5.3,0.093,1998
7,3.6,5,6-9,3.0,Robert Horry,PF,6000000,LAL,6.6,0.144,1998
8,3.2,3,6-6,6.8,Eddie Jones,SG,2000000,LAL,10.0,0.166,1998
9,3.4,5,7-1,6.7,Shaquille O'Neal,C,12857143,LAL,10.1,0.224,1998
10,0.5,5,6-10,0.7,Sean Rooks,C,1440000,LAL,1.2,0.13,1998
11,0.0,R,6-5,1.8,Shea Seals,SG,242000,LAL,1.8,0.2,1998
12,1.5,4,6-1,5.6,Nick Van Exel,PG,1900000,LAL,7.1,0.166,1998
0,1.6,9,6-9,1.0,Mark Bryant,C,2250000,PHO,2.6,0.109,1998
1,0.9,7,6-6,1.2,Cedric Ceballos,SF,2605000,PHO,2.1,0.163,1998
2,2.1,9,6-4,2.4,Rex Chapman,SG,326700,PHO,4.5,0.095,1998
3,1.3,10,6-1,2.3,Kevin Johnson,PG,8000000,PHO,3.5999999999999996,0.131,1998
4,4.8,3,6-4,3.2,Jason Kidd,PG,5223333,PHO,8.0,0.123,1998
5,0.1,1,6-11,0.2,Horacio Llamas Grey,C,272250,PHO,0.30000000000000004,0.042,1998
6,3.0,9,6-10,3.5,Danny Manning,PF,6833333,PHO,6.5,0.174,1998
7,1.9,7,6-6,0.6,George McCloud,SF,272250,PHO,2.5,0.096,1998
8,4.6,2,6-9,4.8,Antonio McDyess,PF,2876640,PHO,9.399999999999999,0.185,1998
9,1.8,1,6-3,2.9,Steve Nash,PG,1053360,PHO,4.7,0.137,1998
10,3.5,8,6-10,3.6,Clifford Robinson,SF,1000000,PHO,7.1,0.144,1998
11,2.1,11,6-11,1.7,Hot Rod Williams,C,4550000,PHO,3.8,0.135,1998
0,1.6,6,6-0,0.8,Kenny Anderson,PG,5010000,POR,2.4000000000000004,0.076,1998
1,0.6,8,6-6,0.6,Vincent Askew,SG,272250,POR,1.2,0.023,1998
2,1.9,6,6-8,0.7,Stacey Augmon,SG,2800000,POR,2.5999999999999996,0.059,1998
3,2.0,R,6-11,0.7,Kelvin Cato,C,999240,POR,2.7,0.129,1998
4,0.3,5,6-1,0.6,John Crotty,PG,420000,POR,0.8999999999999999,0.147,1998
5,3.0,3,6-9,3.3,Brian Grant,SF,5000000,POR,6.3,0.157,1998
6,0.0,5,6-9,0.2,Sean Higgins,SF,272250,POR,0.2,0.058,1998
7,0.1,15,7-0,0.0,Alton Lister,C,272250,POR,0.1,0.021,1998
8,1.3,1,6-11,0.7,Jermaine O'Neal,PF,950640,POR,2.0,0.073,1998
9,2.5,4,6-5,3.2,Isaiah Rider,SG,4210000,POR,5.7,0.099,1998
10,4.6,2,7-3,5.1,Arvydas Sabonis,C,3080000,POR,9.7,0.2,1998
11,1.4,2,6-8,1.4,Gary Trent,PF,1329009,POR,2.8,0.135,1998
12,3.8,2,6-10,3.8,Rasheed Wallace,PF,2329080,POR,7.6,0.125,1998
13,0.8,R,6-5,0.6,Alvin Williams,SG,242000,POR,1.4,0.075,1998
14,0.0,3,6-8,0.2,Dontonio Wingfield,SF,600000,POR,0.2,0.058,1998
0,0.2,7,6-1,0.2,Mahmoud Abdul-Rauf,PG,3300000,SAC,0.4,0.001,1998
1,0.6,R,6-6,0.0,Tariq Abdul-Wahad,SG,1226880,SAC,0.6,0.049,1998
2,0.7,4,6-2,0.3,Terry Dehere,PG,500000,SAC,1.0,0.035,1998
3,0.1,R,6-9,0.0,Derek Grimm,SF,242000,SAC,0.1,0.0,1998
4,0.2,4,6-0,0.2,Bobby Hurley,PG,3552000,SAC,0.4,0.001,1998
5,0.8,R,6-3,0.4,Anthony Johnson,PG,242000,SAC,1.2000000000000002,0.008,1998
6,2.8,6,6-8,0.9,Billy Owens,SF,4225200,SAC,3.6999999999999997,0.075,1998
7,1.6,10,6-11,0.3,Olden Polynice,C,3610000,SAC,1.9000000000000001,0.049,1998
8,1.3,9,6-5,6.6,Mitch Richmond,SG,3000000,SAC,7.8999999999999995,0.148,1998
9,0.1,1,7-0,0.0,Kevin Salvadori,C,300000,SAC,0.1,0.0,1998
10,0.5,3,6-8,0.2,Michael Smith,PF,1920000,SAC,0.7,0.092,1998
11,2.6,R,6-10,0.4,Michael Stewart,C,242000,SAC,3.0,0.081,1998
12,1.8,2,6-7,2.6,Corliss Williamson,SF,1199520,SAC,4.4,0.076,1998
0,0.1,8,6-2,0.0,B.J. Armstrong,PG,2600000,GSW,0.1,0.135,1998
1,1.0,7,6-1,0.9,Bimbo Coles,PG,1700000,GSW,1.9,0.029,1998
2,2.9,1,6-11,1.1,Erick Dampier,C,1478880,GSW,4.0,0.072,1998
3,0.3,9,6-7,0.1,Duane Ferrell,SF,1235000,GSW,0.4,0.057,1998
4,0.9,R,6-10,0.0,Adonal Foyle,C,1495000,GSW,0.9,0.053,1998
5,0.7,1,6-11,0.0,Todd Fuller,C,1293240,GSW,0.7,0.053,1998
6,3.2,3,6-9,1.0,Donyell Marshall,SF,3990000,GSW,4.2,0.078,1998
7,1.0,8,6-6,0.2,Brian Shaw,PG,3750000,GSW,1.2,0.052,1998
8,0.2,3,6-9,0.0,Dickey Simpkins,PF,1235000,GSW,0.2,0.019,1998
9,1.4,2,6-10,0.4,Joe Smith,PF,3165160,GSW,1.7999999999999998,0.053,1998
10,1.0,7,7-0,0.2,Felton Spencer,C,2178099,GSW,1.2,0.052,1998
11,0.4,5,6-5,0.0,Latrell Sprewell,SG,7770000,GSW,0.4,0.033,1998
12,0.1,2,6-4,0.0,Carl Thomas,SG,272250,GSW,0.1,0.019,1998
13,0.4,2,6-9,0.1,David Vaughn,PF,693840,GSW,0.5,0.057,1998
0,0.2,2,6-6,1.8,Brent Barry,SG,1082520,LAC,2.0,0.072,1998
1,0.5,R,7-3,0.1,Keith Closs,C,1200000,LAC,0.6,0.041,1998
2,0.0,R,6-4,0.0,James Collins,SG,242000,LAC,0.0,0.008,1998
3,1.5,3,5-11,2.0,Darrick Martin,PG,431250,LAC,3.5,0.041,1998
4,1.2,3,6-7,3.7,Lamond Murray,SF,2900000,LAC,4.9,0.092,1998
5,0.1,3,6-7,3.8,Eric Piatkowski,SG,1587500,LAC,3.9,0.108,1998
6,0.6,8,6-1,0.3,Pooh Richardson,PG,2820710,LAC,0.8999999999999999,0.006,1998
7,0.6,4,6-2,0.3,James Robinson,PG,1500000,LAC,0.8999999999999999,0.007,1998
8,0.7,4,6-7,2.6,Rodney Rogers,SF,2640000,LAC,3.3,0.063,1998
9,0.3,R,6-9,1.5,Maurice Taylor,PF,1051800,LAC,1.8,0.057,1998
10,0.1,7,6-9,0.0,Loy Vaught,PF,3350000,LAC,0.1,0.008,1998
11,0.6,3,7-2,0.1,Stojko Vrankovic,C,3580000,LAC,0.7,0.02,1998
12,1.5,1,6-11,1.5,Lorenzen Wright,C,1701720,LAC,3.0,0.071,1998
0,0.5,8,6-7,0.5,Keith Askins,SF,725000,MIA,1.0,0.029,1999
1,2.6,5,6-11,2.6,P.J. Brown,PF,4480000,MIA,5.2,0.153,1999
2,0.2,8,7-0,0.0,Duane Causwell,C,1454000,MIA,0.2,0.184,1999
3,0.0,7,6-10,0.0,Marty Conlon,C,662500,MIA,0.0,0.184,1999
4,0.5,9,6-4,0.0,Blue Edwards,SF,850000,MIA,0.5,0.074,1999
5,1.9,8,6-0,3.4,Tim Hardaway,PG,5600000,MIA,5.3,0.146,1999
6,0.2,3,6-4,0.1,Voshon Lenard,SG,2837000,MIA,0.30000000000000004,0.073,1999
7,1.9,10,6-6,1.6,Dan Majerle,SG,3290000,MIA,3.5,0.103,1999
8,1.1,5,6-8,0.7,Jamal Mashburn,SF,5033000,MIA,1.8,0.104,1999
9,0.0,8,6-10,0.0,Terry Mills,PF,1145000,MIA,0.0,0.184,1999
10,3.9,6,6-10,4.0,Alonzo Mourning,C,13130000,MIA,7.9,0.216,1999
11,1.7,13,6-3,3.3,Terry Porter,PG,1000000,MIA,5.0,0.178,1999
12,0.5,3,6-9,0.5,Mark Strickland,PF,2100000,MIA,1.0,0.136,1999
13,0.5,5,6-4,0.0,Rex Walters,SG,537500,MIA,0.5,0.046,1999
0,2.6,9,6-6,1.3,Nick Anderson,SF,3200000,ORL,3.9000000000000004,0.118,1999
1,0.3,9,6-2,0.0,B.J. Armstrong,PG,850000,ORL,0.3,0.087,1999
2,2.7,4,6-0,3.8,Darrell Armstrong,PG,2900000,ORL,6.5,0.205,1999
3,2.1,5,6-10,1.2,Isaac Austin,C,5000000,ORL,3.3,0.045,1999
4,1.1,R,6-11,1.2,Michael Doleac,C,1050000,ORL,2.3,0.138,1999
5,2.7,11,6-10,1.4,Horace Grant,PF,7843000,ORL,4.1,0.118,1999
6,3.4,5,6-7,1.6,Anfernee Hardaway,SG,8505000,ORL,5.0,0.122,1999
7,1.5,R,6-7,1.2,Matt Harpring,SF,900000,ORL,2.7,0.113,1999
8,0.0,R,6-11,0.0,Jonathan Kerner,C,287500,ORL,0.0,0.128,1999
9,1.7,5,6-8,0.1,Bo Outlaw,PF,1150000,ORL,1.8,0.1,1999
10,0.1,17,6-11,0.1,Danny Schayes,C,1000000,ORL,0.2,0.185,1999
11,0.0,R,6-3,0.0,Miles Simon,SG,287500,ORL,0.0,0.128,1999
12,1.0,7,6-8,0.6,Derek Strong,PF,3000000,ORL,1.6,0.109,1999
13,0.3,14,6-7,0.0,Dominique Wilkins,SF,1000000,ORL,0.3,0.053,1999
14,0.0,12,6-6,0.0,Gerald Wilkins,SG,2000000,ORL,0.0,0.128,1999
0,2.3,6,7-0,2.4,Matt Geiger,C,6800000,PHI,4.699999999999999,0.147,1999
1,0.9,10,6-8,0.3,Harvey Grant,PF,1000000,PHI,1.2,0.047,1999
2,0.9,8,6-9,0.3,Tyrone Hill,PF,5352000,PHI,1.2,0.096,1999
3,0.1,1,6-9,0.0,Jerald Honeycutt,PF,300000,PHI,0.1,0.274,1999
4,1.5,R,6-5,0.9,Larry Hughes,PG,1330000,PHI,2.4,0.117,1999
5,2.9,2,6-0,4.3,Allen Iverson,SG,3537000,PHI,7.199999999999999,0.173,1999
6,2.5,5,6-8,0.1,George Lynch,SF,1000000,PHI,2.6,0.096,1999
7,0.2,17,6-10,0.0,Rick Mahorn,PF,1000000,PHI,0.2,0.013,1999
8,1.7,4,6-5,0.3,Aaron McKie,SG,1430000,PHI,2.0,0.082,1999
9,0.2,R,6-10,0.0,Nazr Mohammed,C,535000,PHI,0.2,0.013,1999
10,0.0,6,6-3,0.0,Doug Overton,PG,600000,PHI,0.0,0.274,1999
11,0.0,1,6-6,0.0,Anthony Parker,SG,867120,PHI,0.0,0.274,1999
12,3.3,3,6-10,2.1,Theo Ratliff,PF,6000000,PHI,5.4,0.159,1999
13,0.0,R,6-11,0.0,Casey Shaw,C,287500,PHI,0.0,0.274,1999
14,2.5,3,6-3,1.3,Eric Snow,PG,846300,PHI,3.8,0.105,1999
0,0.2,1,6-4,0.0,Rick Brunson,PG,350000,NYK,0.2,0.094,1999
1,2.0,2,6-11,1.4,Marcus Camby,C,3164000,NYK,3.4,0.176,1999
2,1.7,4,6-3,1.2,Chris Childs,PG,3640000,NYK,2.9,0.106,1999
3,0.0,2,6-9,0.1,Ben Davis,PF,425000,NYK,0.1,0.238,1999
4,3.1,13,7-0,0.2,Patrick Ewing,C,18500000,NYK,3.3000000000000003,0.123,1999
5,1.8,5,6-6,1.1,Allan Houston,SG,7000000,NYK,2.9000000000000004,0.078,1999
6,2.1,7,6-6,2.8,Larry Johnson,PF,10186000,NYK,4.9,0.144,1999
7,0.2,8,6-8,0.0,Dennis Scott,SF,1000000,NYK,0.2,0.094,1999
8,1.7,6,6-5,1.3,Latrell Sprewell,SF,8300000,NYK,3.0,0.117,1999
9,2.3,3,6-9,0.2,Kurt Thomas,PF,1750000,NYK,2.5,0.1,1999
10,2.9,4,6-2,0.2,Charlie Ward,PG,1221000,NYK,3.1,0.094,1999
11,0.0,17,6-10,0.0,Herb Williams,C,1000000,NYK,0.0,0.094,1999
12,0.1,12,6-5,0.0,David Wingate,SG,1000000,NYK,0.1,0.094,1999
0,0.6,7,6-0,1.8,Kenny Anderson,PG,5845000,BOS,2.4,0.116,1999
1,0.9,9,5-11,2.5,Dana Barros,PG,3500000,BOS,3.4,0.139,1999
2,1.6,1,6-11,1.7,Tony Battie,C,2238000,BOS,3.3,0.139,1999
3,0.4,2,6-7,0.2,Bruce Bowen,SF,507000,BOS,0.6000000000000001,0.001,1999
4,0.1,R,6-2,0.0,Marlon Garnett,PG,287500,BOS,0.1,0.002,1999
5,0.2,R,6-3,0.2,Damon Jones,PG,287500,BOS,0.4,0.087,1999
6,0.1,5,6-8,0.3,Popeye Jones,PF,2381000,BOS,0.4,0.113,1999
7,0.7,2,6-10,0.2,Walter McCarty,PF,975000,BOS,0.8999999999999999,0.035,1999
8,1.2,1,6-7,0.1,Ron Mercer,SG,2033000,BOS,1.3,0.039,1999
9,0.6,4,6-6,0.2,Greg Minor,SG,2520000,BOS,0.8,0.048,1999
10,2.0,R,6-7,2.9,Paul Pierce,SF,1165000,BOS,4.9,0.144,1999
11,1.0,2,6-10,0.8,Vitaly Potapenko,C,1339000,BOS,1.8,0.094,1999
12,0.5,4,7-0,0.2,Eric Riley,C,537500,BOS,0.7,0.102,1999
13,0.1,7,7-1,0.0,Dwayne Schintzius,C,662500,BOS,0.1,0.0,1999
14,1.9,2,6-8,0.6,Antoine Walker,PF,2107000,BOS,2.5,0.079,1999
0,0.8,5,6-7,1.5,Calbert Cheaney,SG,4000000,WAS,2.3,0.016,1999
1,0.1,1,7-0,0.1,John Coker,C,350000,WAS,0.2,0.066,1999
2,0.4,8,6-9,0.9,Terry Davis,C,1750000,WAS,1.3,0.113,1999
3,1.2,4,6-9,1.5,Juwan Howard,SF,13125000,WAS,2.7,0.093,1999
4,0.1,R,6-11,0.1,Randell Jackson,PF,287500,WAS,0.2,0.039,1999
5,0.1,8,6-4,0.2,Tim Legler,SG,1320000,WAS,0.30000000000000004,0.04,1999
6,0.2,1,6-4,0.0,Jeff McInnis,PG,350000,WAS,0.2,0.019,1999
7,0.4,6,6-7,0.9,Tracy Murray,SF,2380000,WAS,1.3,0.025,1999
8,1.0,10,6-5,2.2,Mitch Richmond,SG,2500000,WAS,3.2,0.082,1999
9,1.4,14,6-9,2.3,Otis Thorpe,PF,4400000,WAS,3.6999999999999997,0.116,1999
10,2.1,2,6-9,1.5,Ben Wallace,C,800000,WAS,3.6,0.142,1999
11,0.3,5,6-0,0.7,Chris Whitney,PG,1440000,WAS,1.0,0.108,1999
0,0.7,5,6-7,0.6,Scott Burrell,SF,1000000,NJN,1.2999999999999998,0.092,1999
1,0.1,3,6-5,0.1,Chris Carr,SG,1000000,NJN,0.2,0.032,1999
2,0.1,1,6-11,0.2,William Cunningham,C,350000,NJN,0.30000000000000004,0.109,1999
3,0.9,2,6-9,1.3,Jamie Feick,PF,425000,NJN,2.2,0.124,1999
4,2.2,8,6-5,0.3,Kendall Gill,SF,5000000,NJN,2.5,0.076,1999
5,0.3,5,6-5,0.5,Lucious Harris,SG,1680000,NJN,0.8,0.063,1999
6,0.2,2,6-9,0.7,Mark Hendrickson,PF,425000,NJN,0.8999999999999999,0.105,1999
7,1.2,2,6-5,0.6,Kerry Kittles,SG,1762000,NJN,1.7999999999999998,0.054,1999
8,0.2,2,6-2,3.8,Stephon Marbury,PG,2562000,NJN,4.0,0.155,1999
9,0.3,4,7-1,0.0,Jim McIlvaine,C,4200000,NJN,0.3,0.053,1999
10,0.3,7,6-1,0.1,Eric Murdock,PG,1750000,NJN,0.4,0.048,1999
11,0.0,4,7-7,0.0,Gheorghe Muresan,C,475000,NJN,0.0,0.0,1999
12,0.2,6,6-0,0.0,Elliot Perry,PG,2000000,NJN,0.2,0.012,1999
13,0.1,10,6-11,0.0,Rony Seikaly,C,4252000,NJN,0.1,0.0,1999
14,1.4,1,6-10,2.3,Keith Van Horn,PF,3054000,NJN,3.6999999999999997,0.113,1999
15,0.1,3,6-9,0.0,David Vaughn,PF,450000,NJN,0.1,0.08,1999
16,1.3,8,6-9,0.9,Jayson Williams,C,11000000,NJN,2.2,0.102,1999
0,0.6,3,5-11,1.5,Travis Best,PG,2750000,IND,2.1,0.097,1999
1,0.2,1,6-9,0.1,Austin Croshere,PF,1340000,IND,0.30000000000000004,0.054,1999
2,1.3,5,6-9,2.7,Antonio Davis,PF,3500000,IND,4.0,0.151,1999
3,1.5,7,6-11,3.0,Dale Davis,PF,4038000,IND,4.5,0.157,1999
4,0.1,R,6-9,0.0,Al Harrington,PF,543000,IND,0.1,0.188,1999
5,0.0,3,6-4,0.0,Fred Hoiberg,SG,600000,IND,0.0,0.188,1999
6,0.9,11,6-1,3.0,Mark Jackson,PG,3600000,IND,3.9,0.134,1999
7,0.2,11,6-9,0.2,Derrick McKey,SF,4200000,IND,0.4,0.089,1999
8,0.4,11,6-7,6.0,Reggie Miller,SG,6781000,IND,6.4,0.172,1999
9,1.0,13,6-6,3.1,Chris Mullin,SF,3510000,IND,4.1,0.167,1999
10,0.5,14,6-9,1.2,Sam Perkins,PF,1785000,IND,1.7,0.103,1999
11,0.0,1,6-10,1.7,Mark Pope,SF,382000,IND,1.7,0.188,1999
12,1.0,4,6-8,0.8,Jalen Rose,SF,2145000,IND,1.8,0.069,1999
13,1.2,10,7-4,2.3,Rik Smits,C,8500000,IND,3.5,0.13,1999
0,3.2,9,6-0,1.5,Mookie Blaylock,PG,3600000,ATL,4.7,0.127,1999
1,1.5,13,6-6,0.7,Tyrone Corbin,SF,2400000,ATL,2.2,0.098,1999
2,0.9,1,6-9,0.5,Chris Crawford,PF,350000,ATL,1.4,0.081,1999
3,0.8,6,6-8,0.0,LaPhonso Ellis,PF,1750000,ATL,0.8,0.074,1999
4,0.4,1,6-3,0.1,Ed Gray,SG,832440,ATL,0.5,0.073,1999
5,1.9,3,6-9,1.2,Alan Henderson,SF,4725000,ATL,3.0999999999999996,0.131,1999
6,1.2,1,6-3,0.5,Anthony Johnson,PG,1000000,ATL,1.7,0.061,1999
7,2.6,10,6-8,2.3,Grant Long,PF,2977000,ATL,4.9,0.17,1999
8,0.4,R,6-8,0.1,Roshown McLeod,SF,740000,ATL,0.5,0.035,1999
9,4.2,7,7-2,3.7,Dikembe Mutombo,C,11218000,ATL,7.9,0.206,1999
10,0.2,R,6-3,0.1,Jeffrey Sheppard,SG,287500,ATL,0.30000000000000004,0.073,1999
11,1.7,7,6-7,2.7,Steve Smith,SG,6300000,ATL,4.4,0.162,1999
12,0.8,15,6-10,0.1,Mark West,C,1000000,ATL,0.9,0.067,1999
0,1.2,8,6-6,1.7,Jud Buechler,SF,850000,DET,2.9,0.131,1999
1,1.8,7,6-9,0.6,Bison Dele,C,4860000,DET,2.4,0.097,1999
2,0.6,13,6-3,2.6,Joe Dumars,SG,1000000,DET,3.2,0.137,1999
3,2.8,4,6-8,4.5,Grant Hill,SF,6675000,DET,7.3,0.189,1999
4,2.0,5,6-2,2.0,Lindsey Hunter,PG,2050000,DET,4.0,0.109,1999
5,0.5,6,6-11,0.2,Christian Laettner,PF,5360000,DET,0.7,0.101,1999
6,0.9,4,7-0,0.4,Eric Montross,C,1760000,DET,1.3,0.106,1999
7,0.1,1,6-5,0.2,Charles O'Bannon,SG,320000,DET,0.30000000000000004,0.1,1999
8,0.1,4,6-3,0.0,Khalid Reeves,PG,475000,DET,0.1,0.025,1999
9,1.3,3,6-8,1.4,Don Reid,PF,800000,DET,2.7,0.139,1999
10,1.0,3,6-6,0.9,Jerry Stackhouse,SG,3887000,DET,1.9,0.076,1999
11,0.8,8,6-9,0.2,Loy Vaught,PF,3830000,DET,1.0,0.05,1999
12,1.9,2,6-9,2.9,Jerome Williams,PF,737880,DET,4.8,0.201,1999
13,0.0,R,6-7,0.1,Korleone Young,SF,287500,DET,0.1,0.28,1999
0,1.1,2,6-5,4.2,Ray Allen,SG,2320000,MIL,5.300000000000001,0.146,1999
1,0.1,5,6-3,0.3,Sam Cassell,PG,3000000,MIL,0.4,0.179,1999
2,0.6,12,6-4,2.0,Dell Curry,SG,1000000,MIL,2.6,0.144,1999
3,0.8,4,6-5,0.9,Michael Curry,SF,550000,MIL,1.7000000000000002,0.07,1999
4,0.6,8,6-4,1.0,Vinny Del Negro,PG,1750000,MIL,1.6,0.07,1999
5,0.7,7,6-10,0.3,Chris Gatling,C,4266000,MIL,1.0,0.046,1999
6,0.7,11,6-9,0.9,Armen Gilliam,PF,3244000,MIL,1.6,0.11,1999
7,0.0,R,7-0,0.0,Paul Grant,C,903240,MIL,0.0,0.11,1999
8,1.6,5,6-11,1.4,Ervin Johnson,C,2594000,MIL,3.0,0.14,1999
9,0.0,1,5-11,0.0,Adonis Jordan,PG,350000,MIL,0.0,0.081,1999
10,1.5,4,6-7,2.5,Glenn Robinson,SF,6380000,MIL,4.0,0.122,1999
